State FIPS code,Date,All merchant category codes spending,Accommodation and food service (ACF) spending,"Arts, entertainment, and recreation (AER)  spending",General merchandise stores (GEN) and apparel and accessories (AAP) spending,Grocery and food store (GRF)  spending,Health care and social assistance (HCS) spending ,Transportation and warehousing (TWS)  spending,"Retail spending, including grocery  (AAP, CEC, GEN, GRF, HIC, ETC, SGH) ","Retail spending, excluding grocery ((AAP, CEC, GEN, HIC, ETC, SGH) ",total spending
34,08/17/2020,-3.03,-25.5,-31.0,3.68,9.98,-11.2,-53.1,13.3,16.4,-77.44000000000003
36,08/17/2020,-2.85,-24.1,-49.6,1.24,13.1,-11.6,-59.8,14.8,16.3,-99.66
44,08/17/2020,-0.714,-31.7,-10.5,-18.5,-0.0056,-37.9,-88.3,-4.94,-8.77,-200.6156
9,08/18/2020,-6.1,-30.9,-42.8,-1.73,26.5,-17.3,-69.0,12.2,3.73,-119.29999999999998
25,08/18/2020,-5.89,-20.0,-33.6,-0.0744,20.2,-1.72,-68.1,4.75,-9.72,-108.2644
34,08/18/2020,-3.56,-25.2,-31.5,1.14,9.91,-12.1,-53.5,11.9,14.0,-85.35
36,08/18/2020,-2.64,-24.1,-48.5,0.297,13.5,-12.5,-60.0,14.8,15.8,-100.703
44,08/18/2020,4.5,-25.2,16.8,-20.1,0.974,-27.9,16.8,-4.4,-8.68,-51.706
9,08/19/2020,-6.26,-31.3,-42.4,-2.74,22.1,-15.6,-66.7,11.0,4.35,-121.28999999999999
25,08/19/2020,-5.54,-19.9,-32.3,-0.566,19.3,2.72,-68.1,5.77,-7.04,-100.116
34,08/19/2020,-3.31,-25.3,-32.4,0.866,10.8,-9.35,-53.4,12.5,14.3,-81.98400000000001
36,08/19/2020,-2.91,-24.2,-48.9,-0.703,13.5,-11.0,-58.7,14.0,14.3,-101.70299999999999
44,08/19/2020,5.56,-26.8,39.2,-15.9,-4.28,-17.9,13.5,4.44,12.6,4.860000000000004
9,08/20/2020,-5.16,-30.7,-39.8,-0.881,19.7,-14.0,-63.9,11.7,6.74,-111.14099999999999
25,08/20/2020,-4.54,-19.6,-29.5,-0.6,21.1,2.52,-68.5,7.91,-4.56,-91.23
34,08/20/2020,-3.51,-25.2,-32.3,-0.374,10.4,-8.52,-54.7,12.0,13.7,-84.994
36,08/20/2020,-3.44,-23.8,-49.1,-1.39,14.4,-6.82,-59.3,13.2,12.1,-100.71000000000001
44,08/20/2020,7.84,-25.9,35.0,-18.1,-2.54,-7.83,57.1,7.79,17.6,63.120000000000005
9,08/21/2020,-5.02,-30.3,-41.3,-0.15,17.3,-13.0,-65.2,11.8,8.4,-112.45
25,08/21/2020,-2.85,-19.4,-24.2,-2.3,22.8,-0.845,-68.3,10.7,-0.627,-82.17199999999998
34,08/21/2020,-3.56,-26.0,-31.6,-0.557,9.09,-6.22,-55.0,10.8,12.5,-86.98700000000001
36,08/21/2020,-3.06,-24.0,-49.4,-1.58,13.7,-5.26,-60.1,12.7,11.9,-102.04
44,08/21/2020,6.36,-28.4,21.6,-9.38,-1.39,2.19,88.5,10.3,21.6,105.02000000000001
9,08/22/2020,-5.3,-29.8,-40.9,-0.975,15.8,-13.5,-64.1,11.2,8.23,-114.04499999999999
25,08/22/2020,-1.35,-18.4,-24.4,-1.08,22.7,1.49,-68.0,13.0,3.71,-70.98
34,08/22/2020,-2.82,-26.3,-30.7,-0.0135,8.79,-4.79,-54.5,11.0,13.2,-83.31349999999999
36,08/22/2020,-2.24,-23.6,-47.4,-2.49,14.1,-1.67,-59.4,12.7,11.5,-96.25999999999999
44,08/22/2020,0.205,-28.2,6.94,-10.1,1.39,12.2,0.857,7.82,13.4,4.307
9,08/23/2020,-2.96,-27.3,-39.1,-1.65,18.6,-14.0,-65.5,14.0,11.0,-103.95000000000002
25,08/23/2020,-1.16,-18.1,-25.9,-1.6,21.7,1.07,-67.3,14.1,6.72,-69.31
34,08/23/2020,-2.88,-25.6,-27.2,-1.94,8.67,-5.16,-54.8,10.0,11.6,-84.42999999999999
36,08/23/2020,-2.39,-22.3,-49.5,-3.0,13.9,0.143,-59.2,12.5,11.4,-96.05699999999999
44,08/23/2020,0.117,-30.0,-18.9,-9.56,0.0928,22.2,-6.53,11.1,21.6,-9.997200000000007
9,08/24/2020,-4.91,-30.8,-41.1,-4.37,17.1,-11.7,-65.3,12.0,8.77,-115.40000000000002
25,08/24/2020,-0.324,-18.2,-25.8,-0.128,21.7,-2.61,-66.7,16.8,10.8,-64.138
34,08/24/2020,-2.8,-25.8,-26.7,-1.09,9.14,-3.15,-54.7,10.1,11.3,-80.90000000000002
36,08/24/2020,-2.05,-22.4,-50.0,-1.96,14.6,1.82,-58.5,13.4,12.5,-90.53999999999999
44,08/24/2020,-2.94,-27.9,-28.3,-6.66,6.25,19.1,-23.5,15.7,24.6,-20.71
9,08/25/2020,-3.9,-30.6,-41.3,-6.14,15.8,-7.52,-64.3,11.5,8.67,-113.89
25,08/25/2020,0.0178,-18.2,-23.5,1.51,19.2,-3.04,-66.2,18.0,14.9,-57.330000000000005
34,08/25/2020,-2.59,-26.5,-25.1,-0.293,9.41,-2.15,-56.4,10.7,12.2,-78.133
36,08/25/2020,-2.21,-22.7,-51.6,-1.58,14.7,2.49,-57.6,14.0,13.5,-88.78999999999999
44,08/25/2020,-8.98,-34.4,-52.5,-3.01,5.49,16.0,-100.0,16.3,26.6,-125.52000000000001
9,08/26/2020,-2.47,-30.1,-40.1,-6.43,18.4,-8.02,-65.6,12.6,8.73,-110.52
25,08/26/2020,0.017,-17.6,-27.6,0.313,19.7,-7.91,-67.4,18.1,14.7,-67.69700000000002
34,08/26/2020,-1.93,-25.8,-23.9,-0.824,9.62,-2.98,-54.5,10.6,11.8,-75.98400000000001
36,08/26/2020,-1.89,-22.8,-51.4,-0.768,14.9,2.78,-59.3,14.9,14.9,-86.78799999999998
44,08/26/2020,-11.8,-30.5,-62.5,-11.6,12.4,12.9,-100.0,12.5,12.4,-154.39999999999998
9,08/27/2020,-3.59,-31.0,-45.3,-8.14,18.9,-10.5,-68.3,11.4,6.51,-126.42999999999996
25,08/27/2020,-0.421,-18.8,-30.3,-0.499,18.5,-0.129,-66.6,16.2,12.7,-68.928
34,08/27/2020,-1.49,-25.9,-25.6,-0.319,10.8,0.668,-53.1,11.4,12.3,-69.751
36,08/27/2020,-1.4,-23.0,-52.5,-1.4,15.8,0.314,-58.3,15.1,14.5,-89.48600000000002
44,08/27/2020,-13.6,-31.8,-66.3,-9.16,6.98,9.85,-100.0,8.13,8.88,-173.42000000000002
9,08/28/2020,-3.36,-32.9,-43.7,-9.11,19.4,-8.24,-66.7,11.8,6.75,-122.69999999999999
25,08/28/2020,-1.55,-18.9,-34.4,-1.03,17.6,3.55,-64.4,14.0,9.38,-74.20000000000002
34,08/28/2020,-1.73,-26.0,-27.8,-1.1,11.0,0.811,-53.7,11.4,12.2,-73.189
36,08/28/2020,-1.26,-22.9,-52.4,-1.59,15.4,1.89,-57.0,15.2,15.1,-86.3
44,08/28/2020,-11.2,-27.7,-59.6,-12.7,6.28,6.76,-100.0,8.94,10.9,-167.11999999999998
9,08/29/2020,-2.61,-33.0,-43.7,-5.16,20.5,-10.9,-67.9,15.0,11.4,-113.76000000000002
25,08/29/2020,1.82,-19.6,-36.4,2.47,18.4,-0.637,-65.4,21.7,24.3,-55.167
34,08/29/2020,-1.27,-26.4,-27.8,0.738,12.0,1.22,-54.2,12.8,13.8,-67.84200000000001
36,08/29/2020,-0.981,-23.6,-53.8,0.208,15.7,3.09,-55.6,15.7,15.7,-82.602
44,08/29/2020,-7.19,-25.9,-57.5,-10.8,0.798,3.66,-94.2,9.83,18.0,-156.112
9,08/30/2020,-1.87,-32.5,-42.0,-2.35,20.2,-10.4,-66.0,14.9,11.5,-106.65
25,08/30/2020,3.09,-19.8,-34.3,4.22,16.9,2.86,-65.6,24.5,31.8,-39.42
34,08/30/2020,-1.83,-26.3,-29.2,0.613,10.5,1.84,-54.4,12.3,14.1,-70.54700000000001
36,08/30/2020,-1.18,-23.9,-51.2,0.308,14.5,0.149,-57.1,14.9,15.2,-87.14299999999999
44,08/30/2020,-8.37,-27.7,-56.9,-7.78,-2.95,0.565,-82.9,7.49,17.4,-152.775
9,08/31/2020,-1.45,-30.5,-40.6,0.346,17.7,-10.7,-66.8,15.1,13.4,-102.05399999999997
25,08/31/2020,3.41,-20.3,-35.5,2.61,14.0,8.05,-64.8,23.9,33.8,-38.239999999999995
34,08/31/2020,-2.22,-27.0,-28.7,-2.04,8.04,2.06,-53.7,9.63,11.3,-80.41000000000001
36,08/31/2020,-0.964,-24.1,-49.0,-1.19,12.2,3.72,-57.1,12.6,13.0,-89.87
44,08/31/2020,-4.95,-25.5,-59.5,-8.95,-7.82,-0.0722,-68.4,3.22,13.8,-153.22220000000002
9,09/01/2020,-1.25,-30.5,-45.1,3.0,18.5,-12.7,-65.1,16.1,14.4,-101.39999999999998
25,09/01/2020,4.63,-22.3,-37.5,2.52,15.4,10.0,-64.2,25.6,35.5,-34.97999999999999
34,09/01/2020,-1.37,-27.9,-32.8,-3.81,7.33,5.17,-49.8,7.91,8.75,-85.14999999999999
36,09/01/2020,-0.171,-24.4,-48.8,-2.85,11.6,5.38,-54.2,10.7,10.0,-92.56999999999998
44,09/01/2020,-2.79,-21.2,-58.5,-5.34,-9.19,-0.71,-58.8,3.35,15.3,-135.09
9,09/02/2020,-3.61,-33.4,-47.4,3.79,14.1,-14.5,-64.2,13.9,13.7,-114.01
25,09/02/2020,4.01,-24.3,-35.9,3.7,14.0,12.9,-62.1,25.2,36.1,-30.4
34,09/02/2020,-2.32,-29.6,-34.1,-4.27,5.52,3.74,-49.0,6.62,7.9,-93.19
36,09/02/2020,-0.388,-25.6,-46.6,-4.13,9.56,7.12,-53.0,9.31,9.11,-94.23
44,09/02/2020,-1.25,-22.5,-56.9,-1.96,-11.0,-1.35,-51.4,2.45,15.6,-127.06
9,09/03/2020,-4.83,-33.2,-46.8,5.13,12.8,-14.5,-62.8,13.0,13.0,-113.37
25,09/03/2020,4.38,-24.4,-35.3,2.83,13.9,8.3,-61.4,25.6,37.3,-33.17
34,09/03/2020,-3.05,-31.0,-34.1,-5.05,4.29,-0.543,-48.8,5.75,7.34,-102.11299999999999
36,09/03/2020,-0.697,-26.2,-44.3,-5.69,8.22,9.66,-51.7,8.07,7.96,-93.98
44,09/03/2020,-0.878,-23.0,-52.7,-0.365,-11.3,-1.98,-10.8,0.52,12.2,-87.425
9,09/04/2020,-5.88,-30.8,-46.6,6.02,13.8,-18.0,-62.6,12.5,11.5,-114.18
25,09/04/2020,5.29,-22.8,-33.8,5.69,16.5,6.54,-62.3,28.3,40.0,-21.86999999999999
34,09/04/2020,-2.65,-29.4,-31.4,-4.88,5.42,-3.02,-47.6,6.64,8.04,-96.19999999999999
36,09/04/2020,-1.12,-26.0,-42.6,-6.08,9.22,4.29,-51.7,8.08,7.18,-97.61000000000001
44,09/04/2020,-2.53,-29.1,-55.2,11.6,-11.0,-2.62,-0.0241,1.36,13.3,-71.68410000000003
9,09/05/2020,-6.23,-28.9,-47.0,3.07,15.8,-19.7,-63.7,12.2,9.75,-118.48000000000002
25,09/05/2020,1.68,-22.9,-29.1,2.65,17.0,3.81,-62.6,21.3,25.5,-44.34
34,09/05/2020,-2.77,-27.4,-29.2,-6.41,5.59,-5.85,-46.1,6.32,7.29,-95.75999999999998
36,09/05/2020,-1.3,-24.2,-39.8,-5.8,9.54,0.0438,-52.6,8.3,7.32,-97.1962
44,09/05/2020,-0.914,-27.0,-50.3,12.8,-7.53,-3.26,-7.22,4.62,16.3,-61.59
9,09/06/2020,-6.33,-26.8,-47.9,4.45,17.2,-19.5,-65.4,14.7,13.0,-110.24999999999999
25,09/06/2020,0.629,-21.6,-29.5,2.18,19.8,2.8,-62.1,19.2,18.7,-50.519999999999996
34,09/06/2020,-1.17,-25.3,-26.6,-4.79,7.48,-5.47,-44.7,8.33,9.4,-81.65
36,09/06/2020,-0.188,-22.9,-38.7,-4.18,11.5,2.63,-51.0,10.3,9.46,-82.89000000000001
44,09/06/2020,-0.0777,-21.3,-45.2,7.74,-3.13,-3.9,-5.9,6.45,15.4,-49.84000000000001
9,09/07/2020,-3.84,-22.6,-47.6,6.18,15.6,-22.4,-63.7,15.8,15.6,-103.12000000000002
25,09/07/2020,-1.45,-26.2,-31.0,-6.94,13.7,8.87,-60.5,11.7,9.56,-80.80999999999999
34,09/07/2020,-2.62,-30.1,-29.3,-11.6,3.87,2.31,-43.3,2.78,2.14,-103.19999999999999
36,09/07/2020,-1.26,-26.2,-39.7,-12.0,6.88,9.62,-47.9,4.93,3.37,-101.0
44,09/07/2020,-0.439,-16.8,-37.9,-6.36,-10.3,-7.04,-73.2,-1.9,6.42,-147.08000000000004
9,09/08/2020,-6.89,-23.3,-47.0,4.41,19.5,-20.3,-67.8,14.4,11.0,-109.09
25,09/08/2020,-2.4,-18.5,-24.4,-0.609,18.5,-3.84,-65.0,17.1,15.6,-61.148999999999994
34,09/08/2020,-3.13,-20.3,-26.6,-4.99,6.87,-14.5,-47.7,9.14,11.4,-86.68
36,09/08/2020,-2.4,-20.5,-36.7,-4.95,10.7,-4.96,-55.1,10.7,10.7,-90.11
44,09/08/2020,1.75,-26.4,-40.2,2.61,6.73,-10.2,75.5,9.27,11.3,28.610000000000007
9,09/09/2020,-6.49,-20.1,-46.1,3.73,21.2,-18.6,-69.9,13.6,8.85,-107.32000000000002
25,09/09/2020,-3.02,-17.4,-22.8,0.0084,19.6,-5.81,-67.3,17.7,15.6,-60.401599999999995
34,09/09/2020,-3.7,-17.0,-27.1,-4.49,6.87,-15.7,-49.3,9.66,12.4,-84.66
36,09/09/2020,-2.79,-17.5,-38.0,-3.94,11.7,-9.32,-57.9,11.4,11.2,-92.35999999999999
44,09/09/2020,1.9,-27.9,-38.7,5.19,10.6,-13.3,46.5,13.9,16.7,12.99
9,09/10/2020,-4.07,-18.3,-44.7,6.31,23.7,-16.7,-71.0,16.4,11.8,-92.49
25,09/10/2020,-3.58,-16.4,-20.6,2.05,18.7,-5.21,-68.6,17.6,16.3,-56.16000000000001
34,09/10/2020,-2.86,-15.1,-24.0,-3.7,6.61,-14.4,-49.1,9.97,13.2,-76.52
36,09/10/2020,-1.75,-17.0,-38.3,-0.661,12.9,-9.83,-56.5,13.1,13.3,-82.991
44,09/10/2020,-0.584,-22.6,-40.4,5.27,12.3,-16.5,7.3,15.6,18.6,-20.430000000000007
9,09/11/2020,-3.65,-18.5,-42.3,7.86,23.3,-10.6,-71.9,17.2,13.2,-81.74
25,09/11/2020,-4.09,-17.9,-20.0,1.57,15.2,-2.86,-69.2,15.1,14.9,-63.190000000000005
34,09/11/2020,-3.4,-15.3,-27.1,-2.43,4.58,-14.2,-49.6,9.37,14.0,-80.68
36,09/11/2020,-0.927,-16.2,-41.4,0.547,12.2,-7.27,-56.6,13.2,14.0,-81.52299999999998
44,09/11/2020,2.14,-21.3,-40.4,-3.89,14.9,-19.6,10.3,16.2,17.4,-26.390000000000008
9,09/12/2020,-3.19,-19.6,-42.0,8.9,22.0,-8.89,-71.6,17.6,14.7,-78.89
25,09/12/2020,-3.76,-15.8,-21.6,2.3,15.6,-0.857,-67.2,16.4,17.2,-53.95700000000001
34,09/12/2020,-2.66,-13.4,-28.9,1.06,4.84,-12.6,-50.8,10.6,16.2,-72.99999999999999
36,09/12/2020,-0.56,-14.4,-42.7,0.608,12.4,-6.63,-57.9,13.4,14.3,-80.92200000000001
44,09/12/2020,0.897,-23.7,-9.8,-1.3,15.0,-22.7,-18.2,16.0,17.3,-27.400000000000002
9,09/13/2020,-3.9,-20.7,-47.3,6.11,20.9,-10.2,-71.9,15.1,11.4,-96.59
25,09/13/2020,-3.47,-17.0,-23.6,4.54,17.5,-3.48,-68.5,17.3,17.1,-56.14000000000001
34,09/13/2020,-3.37,-13.8,-30.9,0.967,5.96,-13.4,-51.4,10.5,14.9,-77.173
36,09/13/2020,-1.4,-15.5,-43.4,0.359,14.2,-9.6,-59.1,13.4,12.7,-86.94099999999999
44,09/13/2020,1.03,-27.9,-10.1,0.983,16.9,-25.9,-22.1,15.8,14.9,-37.41700000000001
9,09/14/2020,-3.46,-23.8,-50.5,5.32,21.7,-7.61,-71.6,16.2,12.7,-97.58999999999997
25,09/14/2020,-2.88,-18.5,-23.7,7.28,16.7,-0.864,-68.1,17.2,17.7,-52.28399999999999
34,09/14/2020,-3.97,-16.1,-29.0,2.21,5.07,-12.7,-50.1,10.5,15.8,-74.32000000000001
36,09/14/2020,-1.48,-16.8,-44.8,3.57,13.2,-8.94,-58.5,13.6,13.9,-84.77
44,09/14/2020,0.764,-30.8,-5.31,-5.97,11.9,-26.9,-22.4,16.6,23.6,-39.27999999999999
9,09/15/2020,-5.05,-25.7,-53.3,3.9,18.7,-6.33,-73.5,14.7,12.1,-109.42999999999999
25,09/15/2020,-2.29,-19.9,-23.2,12.4,16.0,-1.94,-70.3,18.1,20.4,-48.440000000000005
34,09/15/2020,-3.77,-18.2,-27.0,3.58,4.72,-9.76,-49.0,10.5,16.1,-69.06
36,09/15/2020,-0.898,-18.1,-44.2,4.52,12.7,-5.57,-58.7,13.5,14.2,-81.64999999999999
44,09/15/2020,-1.57,-32.3,-1.53,-2.24,6.37,-27.9,-59.4,15.2,27.8,-74.0
9,09/16/2020,-6.28,-26.5,-54.0,5.28,17.4,-5.5,-73.0,15.0,13.5,-107.82
25,09/16/2020,-2.22,-18.7,-24.0,15.6,15.1,-2.76,-71.5,18.4,22.0,-45.860000000000014
34,09/16/2020,-3.9,-18.1,-26.6,5.6,4.71,-11.5,-49.9,11.3,17.6,-66.88999999999999
36,09/16/2020,-1.65,-18.0,-46.4,5.49,12.0,-8.73,-57.3,13.4,14.6,-84.94
44,09/16/2020,0.223,-32.8,8.55,0.139,2.7,-28.9,-69.7,16.1,35.1,-68.811
9,09/17/2020,-6.35,-25.4,-54.4,3.32,16.4,-5.62,-71.1,14.4,13.0,-109.4
25,09/17/2020,-1.21,-19.3,-27.6,17.2,16.3,-1.61,-69.7,20.0,24.0,-40.71000000000001
34,09/17/2020,-2.99,-18.3,-25.5,8.24,6.12,-8.67,-49.0,12.5,18.7,-55.90999999999998
36,09/17/2020,-1.65,-18.2,-46.3,6.01,12.9,-9.07,-58.7,14.1,15.2,-84.06000000000002
44,09/17/2020,2.24,-34.1,5.66,0.392,3.08,-29.9,-60.0,15.5,31.6,-67.768
9,09/18/2020,-6.44,-25.8,-56.8,3.42,16.1,-8.4,-70.8,14.2,13.0,-115.07999999999998
25,09/18/2020,-0.418,-20.4,-27.8,20.0,17.1,-4.26,-68.3,22.2,27.8,-33.66
34,09/18/2020,-1.8,-18.1,-21.8,10.0,7.22,-8.1,-48.3,13.6,19.6,-45.88000000000002
36,09/18/2020,-0.962,-18.6,-42.6,7.93,13.4,-10.2,-59.2,15.5,17.3,-76.47000000000001
44,09/18/2020,0.276,-30.4,8.35,6.86,1.52,-30.9,-52.0,16.1,34.7,-45.769999999999996
9,09/19/2020,-5.76,-25.0,-57.5,4.47,16.6,-5.32,-70.1,14.2,12.5,-110.14999999999999
25,09/19/2020,1.66,-20.1,-28.0,22.1,17.8,-2.24,-68.7,23.2,28.9,-27.04
34,09/19/2020,-1.22,-18.8,-19.5,11.4,6.7,-7.62,-47.8,14.2,21.4,-40.02
36,09/19/2020,-0.0135,-19.5,-42.3,10.5,14.3,-9.36,-59.8,16.5,18.4,-71.25999999999999
44,09/19/2020,-0.357,-29.7,-27.3,5.64,-0.0566,-31.9,-28.3,13.3,29.2,-69.11659999999999
9,09/20/2020,-5.48,-24.6,-49.5,8.05,19.0,-9.45,-70.5,16.4,14.7,-95.89999999999999
25,09/20/2020,2.19,-19.9,-27.3,22.7,19.2,3.65,-68.0,24.0,29.0,-16.650000000000006
34,09/20/2020,-0.695,-19.5,-18.9,13.8,6.81,-6.28,-48.3,15.3,23.4,-33.67000000000001
36,09/20/2020,0.564,-20.1,-41.8,11.7,14.0,-7.86,-61.0,17.2,19.9,-67.96000000000001
44,09/20/2020,0.562,-28.5,-36.1,9.48,4.36,-32.9,-27.8,16.1,29.5,-65.85999999999999
9,09/21/2020,-5.9,-24.3,-47.5,8.65,20.1,-11.7,-71.1,15.8,13.0,-97.05
25,09/21/2020,1.77,-20.8,-28.5,23.2,19.9,1.22,-68.1,25.4,31.3,-16.38
34,09/21/2020,0.0285,-19.9,-18.8,15.5,8.04,-4.37,-49.9,16.5,24.7,-28.230000000000008
36,09/21/2020,0.801,-20.5,-41.1,11.3,14.3,-6.13,-61.7,17.3,19.9,-66.63000000000002
44,09/21/2020,2.08,-28.4,-38.9,27.7,8.3,-31.9,-29.6,17.7,28.5,-46.59999999999998
9,09/22/2020,-4.19,-25.2,-40.9,11.5,19.7,-13.6,-69.4,17.2,15.5,-85.2
25,09/22/2020,1.57,-20.7,-31.2,22.5,19.8,4.07,-66.1,24.8,30.0,-16.83
34,09/22/2020,-0.0954,-20.2,-20.0,16.4,8.32,-5.07,-48.2,17.0,25.2,-26.55
36,09/22/2020,0.459,-20.9,-43.1,12.9,15.0,-7.89,-60.3,18.1,20.8,-65.39
44,09/22/2020,0.122,-27.6,-47.7,22.8,8.93,-30.9,-27.5,15.7,23.5,-62.77000000000001
9,09/23/2020,-2.46,-24.9,-39.9,12.0,22.3,-19.3,-67.7,19.3,17.3,-80.9
25,09/23/2020,2.48,-20.5,-28.9,22.8,19.7,2.43,-64.8,25.1,30.8,-13.369999999999994
34,09/23/2020,0.0256,-20.7,-20.4,15.2,7.97,-0.696,-46.1,16.3,24.3,-24.126
36,09/23/2020,1.57,-21.0,-43.1,12.9,16.5,-1.02,-60.1,19.0,21.2,-55.61999999999999
44,09/23/2020,1.33,-27.7,-57.4,32.1,12.4,-29.9,-22.7,19.4,27.4,-46.40000000000001
9,09/24/2020,-1.1,-25.1,-38.1,14.5,24.7,-22.4,-67.6,21.8,19.9,-72.30000000000001
25,09/24/2020,2.87,-19.0,-27.3,20.4,19.9,-0.648,-62.9,25.7,31.9,-11.948
34,09/24/2020,-0.0595,-21.1,-20.6,14.1,8.06,-1.73,-46.4,16.5,24.4,-26.770000000000003
36,09/24/2020,1.82,-21.0,-42.0,13.9,15.3,-2.88,-59.4,19.1,22.4,-54.57999999999999
44,09/24/2020,-0.955,-27.3,-57.9,27.8,12.7,-28.9,-46.0,18.1,24.4,-77.1
9,09/25/2020,-0.628,-24.7,-38.8,14.0,24.9,-21.1,-67.5,22.3,20.6,-70.30000000000001
25,09/25/2020,2.82,-17.3,-29.1,16.3,20.9,6.46,-62.5,25.1,29.2,-10.940000000000008
34,09/25/2020,-0.62,-21.3,-23.1,11.7,7.52,-0.761,-46.9,15.3,22.6,-34.94100000000001
36,09/25/2020,1.37,-21.1,-44.1,12.5,15.2,-0.327,-60.1,17.9,20.3,-59.72699999999999
44,09/25/2020,-1.13,-26.9,-57.6,19.3,11.0,-27.9,-57.2,14.2,17.9,-107.20000000000002
9,09/26/2020,-0.474,-23.1,-33.5,14.4,24.4,-23.9,-66.8,22.2,20.7,-65.6
25,09/26/2020,2.55,-17.4,-27.8,15.0,20.7,4.46,-63.6,24.1,27.5,-17.04
34,09/26/2020,-0.927,-20.9,-24.6,9.72,8.49,-1.55,-46.7,14.7,20.6,-40.24
36,09/26/2020,0.369,-21.8,-43.3,9.75,14.2,-1.39,-58.8,16.2,17.9,-67.23999999999998
44,09/26/2020,-3.04,-29.1,-64.6,10.2,16.3,-26.9,-64.8,14.4,12.7,-131.79999999999998
9,09/27/2020,-1.32,-24.2,-33.6,11.8,22.7,-23.6,-64.6,19.8,17.9,-73.80000000000001
25,09/27/2020,1.39,-18.8,-26.9,12.3,18.7,0.713,-62.9,22.9,27.2,-26.787000000000003
34,09/27/2020,-1.23,-20.3,-22.6,8.85,7.46,-4.65,-45.1,13.3,18.8,-44.24000000000001
36,09/27/2020,-0.0052,-20.8,-43.2,9.07,13.2,-3.05,-57.3,15.0,16.5,-70.58
44,09/27/2020,-5.06,-30.4,-67.0,1.97,10.1,-25.9,-61.9,9.59,9.4,-154.14000000000001
9,09/28/2020,-0.817,-24.0,-31.2,11.1,23.2,-24.3,-64.8,19.8,17.5,-72.7
25,09/28/2020,0.878,-18.5,-28.2,9.12,19.2,-2.03,-61.5,22.5,25.8,-33.610000000000014
34,09/28/2020,-1.85,-19.7,-22.4,7.8,7.15,-7.85,-43.1,12.8,18.1,-47.199999999999996
36,09/28/2020,-0.67,-19.9,-42.9,7.69,13.6,-8.12,-55.8,14.9,16.0,-74.52999999999999
44,09/28/2020,-6.8,-28.6,-66.6,-15.8,7.96,-23.0,-63.8,6.25,4.74,-178.84999999999997
9,09/29/2020,-2.62,-24.0,-36.3,8.37,24.0,-26.3,-62.4,18.3,14.6,-83.73
25,09/29/2020,0.485,-18.5,-29.3,5.74,18.9,-4.62,-61.4,22.2,25.7,-41.27999999999999
34,09/29/2020,-2.56,-20.4,-22.8,5.75,6.61,-7.97,-45.7,11.9,17.0,-55.61
36,09/29/2020,-1.39,-20.6,-42.3,5.3,13.0,-7.91,-56.8,13.2,13.3,-82.81
44,09/29/2020,-3.93,-28.2,-60.6,-15.5,12.2,-20.1,-66.8,7.42,2.87,-168.71
9,09/30/2020,-4.17,-26.1,-39.3,6.57,20.8,-16.5,-61.9,16.3,13.3,-86.83000000000001
25,09/30/2020,-1.01,-19.6,-36.6,1.95,18.8,-3.84,-61.0,19.9,21.1,-59.29000000000001
34,09/30/2020,-2.45,-20.5,-22.4,5.36,6.78,-7.06,-46.5,11.7,16.3,-56.31999999999999
36,09/30/2020,-2.46,-21.6,-41.1,2.79,11.1,-8.9,-56.4,11.3,11.4,-91.41
44,09/30/2020,-6.18,-26.7,-64.9,-22.1,7.4,-17.2,-57.5,1.46,-3.69,-183.23
9,10/01/2020,-4.77,-25.7,-39.8,3.45,19.7,-13.5,-62.0,14.2,10.5,-93.14999999999999
25,10/01/2020,-1.85,-19.9,-38.7,1.13,18.4,-2.33,-61.9,18.1,17.8,-67.39999999999999
34,10/01/2020,-2.42,-19.9,-25.7,5.95,5.94,-8.2,-45.9,11.6,16.9,-59.31000000000001
36,10/01/2020,-2.4,-21.3,-42.5,1.49,11.7,-6.53,-55.0,11.2,10.7,-90.24
44,10/01/2020,-2.23,-26.6,-61.3,-16.5,7.25,-14.3,-50.9,6.15,5.77,-150.42999999999998
9,10/02/2020,-4.92,-26.0,-41.1,3.58,20.1,-13.1,-62.3,13.7,9.49,-95.63
25,10/02/2020,-1.83,-19.9,-38.1,3.7,19.2,-5.79,-59.9,18.8,18.3,-63.69
34,10/02/2020,-1.83,-19.6,-26.5,7.88,6.84,-8.82,-45.8,13.0,18.8,-54.2
36,10/02/2020,-2.72,-21.0,-41.3,1.64,12.2,-7.47,-54.4,11.2,10.3,-88.82999999999998
44,10/02/2020,-0.727,-26.3,-62.8,-14.5,11.6,-11.4,-47.9,10.6,10.5,-130.20000000000002
9,10/03/2020,-5.19,-26.6,-43.0,3.11,19.3,-10.4,-61.0,12.9,8.64,-97.05
25,10/03/2020,-2.56,-19.3,-38.2,2.99,19.2,-2.25,-57.7,17.0,14.9,-63.36000000000001
34,10/03/2020,-1.48,-19.3,-25.5,9.15,6.23,-7.86,-45.6,13.2,19.8,-49.879999999999995
36,10/03/2020,-1.97,-19.7,-41.3,3.53,12.5,-6.31,-53.2,12.9,13.3,-78.28
44,10/03/2020,-2.8,-28.5,-58.1,-14.0,-8.29,-8.49,-39.6,3.18,16.0,-137.79999999999998
9,10/04/2020,-3.32,-25.1,-43.1,3.33,20.9,-6.65,-62.5,15.2,11.4,-86.52
