State FIPS code,Date,All merchant category codes spending,Accommodation and food service (ACF) spending,"Arts, entertainment, and recreation (AER)  spending",General merchandise stores (GEN) and apparel and accessories (AAP) spending,Grocery and food store (GRF)  spending,Health care and social assistance (HCS) spending ,Transportation and warehousing (TWS)  spending,"Retail spending, including grocery  (AAP, CEC, GEN, GRF, HIC, ETC, SGH) ","Retail spending, excluding grocery ((AAP, CEC, GEN, HIC, ETC, SGH) ",total spending
9,03/24/2022,26.1,25.1,19.2,33.0,30.2,24.0,-3.19,33.5,35.5,197.31
25,03/24/2022,23.9,12.2,15.6,33.6,16.9,48.8,-5.05,30.8,45.5,198.35
34,03/24/2022,24.3,21.5,44.1,38.7,15.6,21.4,8.01,30.2,43.1,222.60999999999996
36,03/24/2022,23.9,15.7,18.7,32.1,16.2,27.9,2.9,28.0,38.1,179.6
44,03/24/2022,11.7,-0.127,-19.7,39.7,9.47,-40.2,50.6,24.3,38.6,102.643
9,03/25/2022,27.3,24.8,12.7,34.7,30.9,27.9,-4.23,33.5,35.1,195.36999999999998
25,03/25/2022,22.1,11.4,7.27,34.3,17.9,41.7,-6.63,29.6,41.6,177.14000000000001
34,03/25/2022,24.7,20.4,40.8,39.3,16.2,21.0,7.19,30.8,43.6,219.29
36,03/25/2022,23.5,15.3,17.6,33.7,16.5,29.6,2.51,27.7,37.2,180.11
44,03/25/2022,11.3,0.974,-9.12,32.6,8.6,-37.8,27.4,22.9,36.6,82.154
9,03/26/2022,26.6,24.6,18.9,35.5,31.9,24.1,-10.0,33.6,34.6,193.2
25,03/26/2022,20.0,11.8,2.61,34.0,17.2,37.3,-6.43,24.6,32.0,153.07999999999998
34,03/26/2022,24.6,20.0,37.4,39.8,16.7,18.9,5.48,30.9,43.2,212.38
36,03/26/2022,23.6,16.5,20.0,34.0,17.0,27.3,1.44,27.4,36.1,179.73999999999998
44,03/26/2022,12.7,3.75,10.7,23.7,7.69,-38.5,63.3,16.2,23.3,110.13999999999999
9,03/27/2022,26.7,27.3,22.0,37.1,32.8,28.5,-13.2,33.7,34.2,202.39999999999998
25,03/27/2022,18.3,12.3,6.65,34.8,17.8,35.7,-10.1,22.8,27.5,147.45
34,03/27/2022,24.6,19.5,38.9,41.2,17.5,18.2,4.91,31.1,42.9,214.20999999999998
36,03/27/2022,22.9,16.4,22.8,33.2,16.7,23.4,0.463,26.6,35.0,174.563
44,03/27/2022,12.1,3.47,38.7,22.0,7.29,-46.8,64.7,18.1,27.8,135.26000000000002
9,03/28/2022,25.6,28.2,22.2,32.4,33.9,28.5,-12.3,32.8,32.1,197.79999999999998
25,03/28/2022,17.5,12.3,4.3,35.1,17.6,38.5,-12.1,21.5,25.0,142.20000000000002
34,03/28/2022,23.2,19.8,36.4,40.4,17.5,16.9,3.89,30.1,41.0,205.98999999999998
36,03/28/2022,21.7,15.9,17.4,31.1,16.6,23.3,0.847,26.0,33.9,165.047
44,03/28/2022,8.53,5.41,21.4,12.8,7.67,-36.6,52.2,11.8,13.7,88.38000000000001
9,03/29/2022,22.3,27.2,19.4,30.3,31.6,23.0,-12.9,29.5,28.1,176.2
25,03/29/2022,16.4,11.7,-2.43,34.0,16.9,32.3,-8.89,21.5,25.8,130.88
34,03/29/2022,22.3,20.4,30.4,40.0,17.9,15.5,3.77,29.6,39.8,197.37
36,03/29/2022,19.9,16.1,15.7,29.1,17.0,19.8,-1.78,24.8,31.2,151.92
44,03/29/2022,9.92,8.06,42.9,12.2,12.6,-25.7,70.7,11.7,8.98,141.43999999999997
9,03/30/2022,22.8,30.4,17.5,33.8,34.4,20.2,-11.9,31.0,28.9,184.29999999999998
25,03/30/2022,15.8,12.7,-7.62,33.8,18.0,31.0,-9.15,21.3,24.1,124.13
34,03/30/2022,22.3,20.6,28.4,40.9,19.8,13.3,4.52,30.9,40.5,198.92
36,03/30/2022,19.6,15.9,14.0,31.2,17.8,20.1,-2.23,25.8,32.3,154.87
44,03/30/2022,11.9,10.9,48.1,14.8,13.9,-22.3,18.5,16.4,17.3,117.60000000000001
9,03/31/2022,23.7,29.0,15.9,34.9,36.3,22.5,-12.8,31.2,28.1,185.1
25,03/31/2022,16.9,14.0,-6.62,33.3,18.5,28.7,-10.6,21.7,24.5,123.48
34,03/31/2022,22.8,21.8,30.4,41.0,19.7,13.5,3.5,31.0,41.0,201.9
36,03/31/2022,19.8,17.7,10.6,31.7,17.8,18.4,-4.62,25.9,32.4,149.88
44,03/31/2022,15.0,10.4,18.5,19.0,10.2,-13.9,44.9,14.6,17.7,121.39999999999999
9,04/01/2022,22.8,28.8,14.2,34.9,36.3,18.6,-14.6,31.2,28.0,177.4
25,04/01/2022,18.3,14.6,-8.48,34.1,19.1,35.1,-8.36,24.4,29.4,139.86
34,04/01/2022,21.9,22.3,18.9,41.3,20.1,11.6,2.38,30.9,40.4,187.88
36,04/01/2022,20.8,18.9,4.13,31.9,18.8,18.4,-1.23,27.2,34.2,152.3
44,04/01/2022,14.4,10.9,14.2,24.1,14.1,-19.1,53.3,17.5,19.8,134.8
9,04/02/2022,23.0,30.5,14.6,35.6,36.2,26.6,-12.5,31.3,28.3,190.60000000000002
25,04/02/2022,19.2,14.9,-6.51,34.4,20.9,36.2,-9.28,25.9,30.7,147.20999999999998
34,04/02/2022,23.2,23.2,19.2,41.8,21.0,16.0,2.66,32.2,41.9,197.96
36,04/02/2022,21.4,20.1,4.49,33.4,19.9,20.3,-2.68,28.8,36.1,160.41
44,04/02/2022,15.2,10.6,12.3,28.1,18.0,-6.97,50.0,26.1,33.2,171.32999999999998
9,04/03/2022,24.2,30.4,13.4,35.9,35.3,27.3,-11.6,31.0,28.3,190.0
25,04/03/2022,21.4,15.6,-6.93,35.0,22.7,38.4,-9.61,29.7,36.5,161.36
34,04/03/2022,24.4,24.8,20.2,43.1,21.8,16.9,6.51,33.0,42.8,209.10999999999996
36,04/03/2022,22.7,22.2,3.55,35.1,21.1,21.5,-2.72,30.1,37.6,168.43
44,04/03/2022,19.1,11.3,8.72,22.6,18.8,8.51,67.7,24.8,30.0,192.43
9,04/04/2022,25.0,29.8,22.5,37.6,33.8,27.2,-11.4,31.1,29.4,200.0
25,04/04/2022,23.3,15.4,-3.91,35.8,23.8,37.9,-4.34,31.4,38.9,174.95000000000002
34,04/04/2022,25.9,25.6,22.8,42.1,21.5,19.7,10.2,33.0,43.0,217.89999999999998
36,04/04/2022,24.0,22.3,6.77,35.0,21.0,20.7,1.43,29.9,37.3,174.39999999999998
44,04/04/2022,22.9,11.7,14.3,26.2,20.1,18.4,74.9,30.0,39.6,235.20000000000002
9,04/05/2022,28.1,30.8,23.8,40.8,36.1,35.9,-10.1,34.1,32.9,224.3
25,04/05/2022,24.6,14.7,-0.529,34.2,25.5,45.7,-4.3,31.3,36.7,183.27100000000002
34,04/05/2022,27.2,26.4,26.6,42.8,21.9,22.3,12.0,33.6,43.9,229.5
36,04/05/2022,25.9,23.3,8.14,37.0,21.6,26.0,4.27,30.9,38.7,189.90999999999997
44,04/05/2022,23.9,9.62,20.5,27.4,17.3,15.2,70.2,29.3,41.2,230.72000000000003
9,04/06/2022,26.3,27.8,26.7,36.7,33.8,35.7,-11.6,30.9,29.1,209.1
25,04/06/2022,25.8,15.7,2.17,34.7,26.3,44.8,-1.77,32.3,37.9,192.1
34,04/06/2022,27.5,26.0,30.4,41.5,21.0,22.6,14.2,32.1,41.9,229.7
36,04/06/2022,26.4,22.7,9.93,35.8,21.4,27.8,5.97,30.3,37.6,191.49999999999997
44,04/06/2022,21.6,5.34,33.1,30.7,15.6,11.2,62.3,27.1,37.9,223.24
9,04/07/2022,25.8,25.4,25.1,35.0,35.1,33.6,-10.5,30.7,28.0,202.39999999999998
25,04/07/2022,26.6,15.0,0.899,36.5,26.2,49.6,-0.564,33.8,41.1,202.535
34,04/07/2022,26.9,24.7,27.3,40.6,20.7,22.9,16.5,30.5,39.1,222.29999999999998
36,04/07/2022,26.3,21.1,11.8,34.9,21.3,29.0,8.02,29.9,37.0,193.02
44,04/07/2022,21.0,6.12,53.3,24.6,18.0,31.5,48.5,27.8,36.5,246.32
9,04/08/2022,25.7,25.8,29.2,33.6,34.5,38.6,-6.58,30.7,28.3,214.11999999999998
25,04/08/2022,27.1,14.4,9.27,36.3,24.1,50.9,3.4,32.3,40.2,210.87
34,04/08/2022,27.2,23.6,42.4,39.4,20.0,24.4,18.5,30.2,39.3,237.8
36,04/08/2022,25.5,18.8,20.1,33.1,19.8,28.7,7.21,27.8,34.3,189.81
44,04/08/2022,15.7,2.88,54.5,24.9,17.1,54.5,57.4,9.95,5.34,226.57
9,04/09/2022,25.5,24.3,23.4,31.3,33.6,39.6,-4.44,29.8,27.5,205.06
25,04/09/2022,26.2,12.5,3.97,35.6,22.9,47.3,1.69,32.2,41.4,197.56
34,04/09/2022,26.0,23.1,44.6,38.4,18.1,22.6,21.3,28.4,37.5,234.0
36,04/09/2022,25.0,18.3,19.6,31.3,18.8,26.8,9.25,26.8,33.3,184.14999999999998
44,04/09/2022,17.0,3.18,60.5,26.8,9.97,27.0,47.7,3.93,0.159,179.239
9,04/10/2022,24.3,23.7,24.7,31.1,33.7,36.8,-3.06,30.4,28.4,205.74
25,04/10/2022,25.2,13.0,4.56,32.0,22.0,47.5,2.38,29.4,36.5,187.34
34,04/10/2022,24.5,22.8,42.3,35.8,16.5,22.1,17.7,26.6,35.5,219.29999999999998
36,04/10/2022,23.8,16.6,19.6,29.5,17.7,23.8,10.5,25.1,31.1,173.9
44,04/10/2022,15.1,2.12,65.5,24.1,12.3,-5.52,35.0,2.93,-2.5,133.93
9,04/11/2022,24.8,25.8,17.5,32.7,34.7,35.9,-5.64,31.7,29.7,202.35999999999999
25,04/11/2022,25.1,13.0,0.301,31.9,20.2,51.4,-2.02,29.2,38.0,181.981
34,04/11/2022,24.3,22.9,40.6,38.1,16.1,21.8,16.3,26.8,36.3,218.90000000000003
36,04/11/2022,23.8,17.8,17.4,29.8,17.4,22.0,9.9,25.6,32.3,172.2
44,04/11/2022,14.5,-1.08,61.5,25.1,11.3,-24.9,72.0,3.13,-1.27,145.78
9,04/12/2022,24.6,27.1,21.1,31.4,33.7,33.0,-5.83,31.2,29.7,201.36999999999998
25,04/12/2022,24.8,13.2,-0.818,31.2,19.1,50.7,-1.8,28.4,37.4,177.382
34,04/12/2022,24.8,23.0,40.0,38.9,16.1,23.5,17.0,26.9,36.5,221.9
36,04/12/2022,23.5,17.5,20.6,29.5,16.6,17.1,10.3,25.4,32.7,169.7
44,04/12/2022,14.5,-0.62,88.3,20.1,15.1,-26.4,43.4,4.61,-0.957,143.53300000000002
9,04/13/2022,26.9,28.4,22.1,35.4,35.1,34.0,-6.16,35.5,35.5,219.84
25,04/13/2022,26.1,13.2,-0.512,31.0,20.5,50.1,-2.39,30.1,39.4,181.39800000000002
34,04/13/2022,25.2,24.6,34.9,40.0,16.4,22.9,16.2,28.2,38.7,221.89999999999998
36,04/13/2022,24.0,19.6,19.2,31.1,17.2,16.9,10.3,26.3,33.9,174.5
44,04/13/2022,16.3,2.22,65.4,16.5,15.8,-28.2,39.2,5.64,0.37,116.93
9,04/14/2022,29.4,32.2,26.1,39.2,37.6,34.3,-5.38,39.4,40.1,243.51999999999998
25,04/14/2022,26.8,13.5,2.32,31.2,25.0,45.2,-4.65,32.3,39.1,183.97
34,04/14/2022,27.2,27.5,37.4,41.4,19.3,22.5,15.3,31.2,42.0,236.60000000000002
36,04/14/2022,25.8,22.0,20.0,32.4,19.8,16.5,10.7,28.4,35.7,185.5
44,04/14/2022,18.0,-2.61,70.4,24.3,17.2,-10.6,75.8,8.15,3.61,186.25000000000003
9,04/15/2022,30.6,32.2,22.4,42.7,45.3,28.7,-7.81,44.5,43.7,251.69
25,04/15/2022,26.2,13.3,3.9,28.8,30.7,49.4,-11.0,34.0,37.1,186.2
34,04/15/2022,28.4,29.3,34.4,45.7,25.0,22.2,16.2,35.6,45.5,253.89999999999998
36,04/15/2022,27.2,24.6,24.1,34.7,24.6,13.6,10.8,32.5,39.4,204.3
44,04/15/2022,20.4,-5.87,79.7,24.4,21.2,-11.8,74.2,27.7,34.2,243.72999999999996
9,04/16/2022,31.8,31.7,22.8,42.9,51.3,29.8,-5.65,45.9,42.6,261.35
25,04/16/2022,26.8,12.1,8.28,27.4,36.7,61.5,-10.8,36.2,35.7,207.07999999999998
34,04/16/2022,28.6,27.6,28.6,44.9,28.4,24.5,14.2,36.5,44.3,249.0
36,04/16/2022,26.4,22.4,18.8,33.0,27.7,12.9,10.9,32.3,36.5,194.5
44,04/16/2022,21.1,-10.0,63.8,19.6,32.7,-13.1,106.0,34.0,35.8,268.8
9,04/17/2022,28.6,24.9,20.4,31.0,38.5,37.5,-5.71,35.8,34.0,216.39
25,04/17/2022,21.0,7.29,4.88,17.5,20.3,63.3,-13.8,23.1,25.7,148.26999999999998
34,04/17/2022,25.2,23.5,28.1,33.5,17.8,24.6,12.8,26.4,34.5,201.20000000000002
36,04/17/2022,23.2,18.4,16.7,23.1,16.6,16.0,10.8,23.1,29.0,153.7
44,04/17/2022,18.3,-18.1,32.9,18.7,17.3,-14.3,122.0,27.6,37.7,223.8
9,04/18/2022,27.2,22.2,19.4,26.4,34.0,36.4,-3.26,30.9,28.5,194.54000000000002
25,04/18/2022,19.4,6.53,6.96,16.8,18.9,51.3,-11.9,20.4,21.8,130.79
34,04/18/2022,24.2,21.5,27.4,29.6,13.6,22.1,12.2,22.8,31.2,180.39999999999998
36,04/18/2022,21.9,15.0,16.5,19.6,13.2,18.1,7.76,20.1,26.0,136.26000000000002
44,04/18/2022,14.2,-19.8,39.2,8.65,12.4,-13.4,76.5,19.1,25.5,148.15
9,04/19/2022,24.3,19.9,13.5,20.0,26.4,38.7,0.149,25.6,24.4,168.649
25,04/19/2022,18.3,8.57,11.6,12.8,11.7,46.2,-11.3,16.5,20.8,116.87
34,04/19/2022,22.4,21.5,26.6,23.2,7.43,22.6,12.5,17.8,27.0,158.63
36,04/19/2022,19.9,14.2,15.6,13.3,6.71,18.0,7.79,14.7,21.4,111.70000000000002
44,04/19/2022,11.9,-17.9,18.5,6.96,4.9,-14.0,89.8,15.1,24.8,128.16
9,04/20/2022,24.1,21.8,19.8,18.3,22.4,39.5,-0.125,23.4,23.4,168.47500000000002
25,04/20/2022,16.1,12.4,18.2,9.35,2.49,44.6,-10.9,10.9,18.7,105.74000000000001
34,04/20/2022,21.9,23.7,32.7,22.3,3.55,22.8,11.4,15.4,26.0,157.85
36,04/20/2022,19.4,16.1,22.6,12.5,2.34,16.8,8.17,12.4,21.0,111.91000000000001
44,04/20/2022,13.3,-13.7,22.5,14.3,-1.62,-17.5,84.0,12.1,26.1,126.18
9,04/21/2022,26.9,26.3,22.5,26.3,31.0,34.6,3.66,30.4,29.4,204.16
25,04/21/2022,20.4,18.6,26.6,18.5,11.2,40.6,-8.15,19.6,27.2,154.14999999999998
34,04/21/2022,25.4,25.6,35.2,32.8,11.0,21.8,13.2,23.6,35.1,198.29999999999998
36,04/21/2022,22.3,18.3,26.1,20.6,8.78,17.0,8.33,19.3,28.3,146.71
44,04/21/2022,18.1,-7.7,20.8,22.4,5.46,-20.0,81.4,21.1,36.9,160.36
9,04/22/2022,25.1,28.2,30.1,21.6,24.7,22.0,6.06,24.2,23.4,180.26
25,04/22/2022,21.3,22.9,26.3,22.2,6.49,34.1,-3.94,19.3,31.8,159.15
34,04/22/2022,24.6,24.9,38.4,28.2,7.48,25.5,11.4,19.7,30.5,186.07999999999998
36,04/22/2022,21.5,18.4,20.9,19.5,6.85,16.7,6.79,16.9,25.4,131.44
44,04/22/2022,22.6,-1.72,5.66,21.1,0.709,-21.4,86.9,16.8,32.9,140.949
9,04/23/2022,24.2,32.4,31.1,18.9,18.9,9.65,6.62,22.3,24.3,164.17000000000004
25,04/23/2022,20.2,27.0,20.9,21.9,-1.35,26.1,-2.46,15.5,32.4,139.99
34,04/23/2022,23.4,23.8,40.5,26.9,5.49,20.4,11.8,18.4,29.6,176.89
36,04/23/2022,21.8,19.8,19.7,19.1,4.03,19.3,6.57,16.0,26.1,130.6
44,04/23/2022,22.2,2.13,15.3,25.3,-7.06,-22.8,62.0,10.0,27.0,111.87
9,04/24/2022,27.2,41.5,30.3,30.3,31.3,-5.45,4.61,32.5,33.0,198.06
25,04/24/2022,25.3,32.3,24.6,34.4,13.6,17.3,0.942,27.7,41.5,192.34199999999998
34,04/24/2022,26.8,24.5,42.0,37.0,17.2,21.0,12.7,28.8,38.4,221.6
36,04/24/2022,25.3,23.3,19.4,27.9,15.4,17.8,3.88,25.6,33.8,167.07999999999998
44,04/24/2022,29.4,14.1,13.4,34.6,6.53,-24.2,48.2,20.2,32.0,144.82999999999998
9,04/25/2022,26.9,43.4,26.9,32.5,34.9,-6.02,2.16,36.0,36.3,206.14
25,04/25/2022,24.9,33.9,21.6,32.3,15.4,23.1,2.04,28.2,40.5,197.04
34,04/25/2022,26.7,25.4,37.8,37.9,21.3,21.0,12.9,31.2,39.2,226.7
36,04/25/2022,25.5,26.0,16.3,29.7,18.0,16.8,5.51,27.3,34.5,174.11
44,04/25/2022,36.3,22.5,13.6,47.8,7.2,-4.67,21.1,30.5,54.1,192.13
9,04/26/2022,28.3,44.6,28.0,41.7,42.5,-10.4,0.445,42.7,42.4,231.94500000000002
25,04/26/2022,25.3,33.2,16.4,38.3,22.6,24.1,1.18,33.6,43.8,213.18
34,04/26/2022,27.6,25.0,38.8,42.9,29.1,19.8,11.4,36.8,42.6,246.4
36,04/26/2022,27.4,27.3,15.6,37.0,26.0,18.8,4.02,34.2,40.2,203.12
44,04/26/2022,40.4,22.0,11.7,55.4,12.9,29.4,35.0,30.9,46.3,243.60000000000002
9,04/27/2022,26.6,42.0,16.2,41.7,48.4,-11.4,3.02,42.4,38.4,220.72000000000003
25,04/27/2022,24.8,27.7,6.54,41.2,32.0,24.0,-0.396,38.4,43.6,213.044
34,04/27/2022,27.3,21.8,34.8,44.2,36.0,21.0,9.12,39.9,42.7,249.52000000000004
36,04/27/2022,27.3,24.7,7.56,37.8,32.4,17.9,1.52,37.2,40.4,199.48000000000002
44,04/27/2022,36.8,17.6,5.22,44.3,24.0,34.2,123.0,34.4,40.8,323.52
9,04/28/2022,22.1,35.6,11.5,32.0,34.9,-5.63,-2.41,31.5,29.1,166.56
25,04/28/2022,18.6,20.2,-3.22,28.5,16.5,28.3,-2.88,26.1,34.9,148.4
34,04/28/2022,23.1,19.0,30.5,32.1,24.2,24.0,6.85,28.7,32.3,197.64999999999998
36,04/28/2022,22.7,21.9,2.49,27.2,21.3,17.6,1.93,26.8,30.7,149.92000000000002
44,04/28/2022,32.0,15.9,-4.15,38.1,11.6,51.8,63.4,26.7,38.6,241.95
9,04/29/2022,24.2,36.5,12.0,35.1,35.5,6.84,-6.9,35.1,34.6,188.73999999999998
25,04/29/2022,17.8,17.0,-1.94,28.3,18.1,30.0,-1.37,26.2,33.5,149.79000000000002
34,04/29/2022,24.0,20.1,30.9,33.7,22.7,23.0,9.08,28.8,33.8,202.08000000000004
36,04/29/2022,23.6,21.3,3.06,28.2,20.0,20.7,4.01,27.4,33.0,157.67000000000002
44,04/29/2022,31.3,11.7,2.19,40.9,7.08,34.1,86.8,26.2,42.4,251.36999999999998
9,04/30/2022,25.4,34.4,13.2,40.3,36.4,11.2,-10.3,37.8,38.5,201.49999999999997
25,04/30/2022,19.0,15.6,1.66,30.0,20.5,28.9,-1.18,27.7,34.1,157.28
34,04/30/2022,24.8,23.5,33.3,34.4,21.2,25.0,9.06,28.9,35.4,210.76
36,04/30/2022,23.7,22.4,6.84,29.9,18.5,17.2,4.31,27.3,34.2,160.65
44,04/30/2022,30.8,8.53,-6.02,46.4,5.33,20.2,88.4,28.7,49.8,241.33999999999997
9,05/01/2022,24.3,34.1,6.0,39.6,34.9,18.4,-9.67,36.9,38.1,198.32999999999998
25,05/01/2022,19.5,15.2,-4.97,29.8,21.1,33.8,0.519,29.9,38.3,163.649
34,05/01/2022,24.3,26.7,18.7,38.3,19.7,22.1,7.77,30.2,39.4,202.87
36,05/01/2022,24.2,24.7,2.28,32.9,18.6,17.5,5.09,28.4,36.3,165.76999999999998
44,05/01/2022,26.7,9.58,-5.64,50.0,3.06,0.665,80.7,28.2,51.6,218.165
9,05/02/2022,26.6,34.5,14.2,40.9,36.1,15.6,-6.02,37.3,37.9,210.48
25,05/02/2022,21.1,15.4,-1.28,31.4,21.0,33.8,0.217,31.5,41.7,173.73699999999997
34,05/02/2022,25.7,26.7,23.2,39.6,19.9,23.8,10.7,30.5,39.7,214.10000000000002
36,05/02/2022,25.5,24.6,5.94,35.0,19.0,18.6,6.66,29.4,38.0,177.20000000000002
44,05/02/2022,25.6,5.65,-11.1,46.5,8.4,-9.26,101.0,28.3,45.6,215.09
9,05/03/2022,29.2,36.5,22.1,39.3,39.2,20.7,-3.05,37.4,36.3,228.45
25,05/03/2022,21.0,12.5,4.08,29.8,20.9,32.3,1.4,29.0,36.5,166.48000000000002
34,05/03/2022,27.6,25.9,28.3,41.5,19.3,21.1,12.1,31.0,41.1,220.29999999999998
36,05/03/2022,26.3,23.7,9.84,34.6,18.7,18.7,9.53,28.9,37.4,181.37
44,05/03/2022,25.4,3.96,-12.4,42.7,6.96,-40.9,82.7,29.5,51.1,163.62
9,05/04/2022,30.6,34.7,29.4,40.4,37.3,21.0,0.201,37.5,37.5,238.001
25,05/04/2022,23.6,14.6,4.75,35.6,22.6,38.8,6.13,31.3,39.5,193.28
34,05/04/2022,28.8,25.4,30.8,43.0,19.4,21.6,16.0,31.6,42.1,229.89999999999998
36,05/04/2022,27.2,22.3,11.7,34.2,19.2,19.7,14.1,28.7,36.6,186.5
44,05/04/2022,24.9,0.441,-19.2,43.0,5.9,-30.0,37.9,27.4,49.5,114.941
9,05/05/2022,31.3,35.4,28.7,40.0,37.2,17.8,0.953,38.3,38.8,237.15300000000002
25,05/05/2022,24.2,13.8,8.09,36.0,22.1,37.8,10.1,30.0,37.2,195.08999999999997
34,05/05/2022,29.3,25.4,34.2,43.7,19.6,22.1,19.7,32.2,43.2,240.09999999999997
36,05/05/2022,27.7,21.1,14.6,34.5,20.0,18.4,16.7,29.2,36.8,191.3
44,05/05/2022,23.4,-1.89,-20.5,35.3,4.33,-37.8,54.2,21.0,37.3,91.94
9,05/06/2022,29.5,30.2,26.9,40.3,34.2,14.6,9.7,35.6,36.4,227.89999999999998
25,05/06/2022,24.2,13.0,12.1,35.4,21.6,32.6,8.06,28.9,35.6,187.26
34,05/06/2022,27.9,22.0,34.0,42.2,18.6,19.4,20.4,30.5,40.8,227.90000000000003
36,05/06/2022,26.2,18.4,17.3,32.1,19.5,16.2,17.4,27.7,34.3,182.89999999999998
44,05/06/2022,21.4,-0.642,-26.0,33.7,8.38,-21.0,43.0,21.7,34.1,93.238
9,05/07/2022,29.8,27.5,25.9,40.4,36.1,17.0,3.25,34.4,33.2,217.75
25,05/07/2022,24.4,11.2,12.1,37.0,24.6,33.3,2.1,29.7,34.3,184.3
34,05/07/2022,27.9,17.8,37.3,43.7,19.8,18.6,22.1,30.1,39.1,228.49999999999997
36,05/07/2022,27.3,15.0,22.8,32.3,22.8,18.2,17.1,29.5,34.8,192.5
44,05/07/2022,19.5,-4.3,-27.3,24.3,13.2,-21.6,31.1,24.4,34.2,74.0
9,05/08/2022,29.8,26.0,38.5,36.1,33.0,16.2,3.2,30.7,29.3,212.99999999999997
25,05/08/2022,24.6,14.9,21.2,34.5,20.0,32.4,-0.115,25.1,29.7,177.685
34,05/08/2022,29.1,20.4,55.5,39.8,18.8,21.2,23.4,27.2,34.7,241.0
36,05/08/2022,26.9,15.9,32.3,28.6,20.4,21.6,18.2,26.2,30.9,194.09999999999997
44,05/08/2022,20.2,-4.7,-30.9,20.5,12.8,-9.32,36.3,21.3,28.3,74.28
9,05/09/2022,27.2,25.7,31.8,33.6,29.7,21.0,2.1,28.4,27.6,199.9
25,05/09/2022,23.6,13.5,14.2,34.9,20.0,41.4,-3.31,25.3,30.3,176.29000000000002
34,05/09/2022,28.1,22.5,51.9,40.4,18.0,20.7,21.6,27.0,34.9,237.0
36,05/09/2022,26.5,17.5,28.1,28.6,20.9,19.6,17.1,26.6,31.1,189.49999999999997
44,05/09/2022,18.5,-4.34,-19.8,19.6,7.12,-19.5,77.8,17.2,25.9,103.97999999999999
9,05/10/2022,24.8,26.2,25.1,31.0,25.1,18.6,-3.38,24.9,24.7,172.22
25,05/10/2022,24.0,15.9,9.32,35.8,19.2,43.5,-4.73,26.0,32.5,177.49
34,05/10/2022,26.1,23.7,45.7,38.5,16.5,23.0,21.6,25.2,32.8,227.0
36,05/10/2022,24.9,17.8,23.5,27.0,19.7,17.3,12.7,25.0,29.2,172.2
44,05/10/2022,18.6,-4.68,-23.3,20.2,6.16,15.5,102.0,18.1,28.6,162.57999999999998
9,05/11/2022,24.2,25.8,15.0,28.9,22.5,22.7,-6.41,24.4,25.4,158.29
25,05/11/2022,22.4,15.4,9.65,34.7,16.0,37.7,-4.91,24.0,31.6,164.14000000000001
34,05/11/2022,24.2,24.5,42.0,35.1,13.7,21.7,19.0,21.9,29.0,206.9
36,05/11/2022,23.6,18.4,21.5,26.2,17.2,17.1,11.9,23.5,28.3,164.10000000000002
44,05/11/2022,18.2,-3.55,-25.1,20.0,4.5,45.3,95.0,15.2,24.0,175.34999999999997
9,05/12/2022,23.3,20.1,23.4,29.5,21.9,20.0,-3.7,24.2,25.6,161.0
25,05/12/2022,23.5,13.6,9.43,38.7,19.2,38.6,-6.59,28.2,36.8,177.94
34,05/12/2022,24.4,20.0,41.9,38.8,15.5,21.4,16.7,24.4,32.2,210.89999999999998
36,05/12/2022,24.1,14.6,21.0,29.2,18.7,17.7,9.02,25.9,31.5,167.62
44,05/12/2022,18.0,-7.67,-8.73,24.2,9.45,29.5,60.0,20.9,30.6,158.25
9,05/13/2022,23.5,21.9,22.7,27.3,22.1,13.7,-4.17,23.9,24.9,152.33
25,05/13/2022,24.5,14.5,7.68,40.1,19.5,37.1,-4.96,28.6,37.3,179.82
34,05/13/2022,25.8,22.3,43.0,41.2,16.3,22.9,16.0,26.3,35.1,223.1
36,05/13/2022,26.1,16.7,20.0,32.0,19.4,20.0,8.62,27.7,34.2,178.62
44,05/13/2022,24.6,-11.0,6.05,27.5,8.02,39.2,60.9,25.5,41.4,197.57000000000002
9,05/14/2022,22.4,24.5,26.0,26.9,18.4,13.3,6.44,24.3,27.9,167.74
25,05/14/2022,23.7,16.0,6.57,36.5,15.2,32.2,1.78,27.2,38.9,174.35
34,05/14/2022,26.5,26.3,39.1,41.4,14.7,26.7,16.5,26.6,37.0,228.3
36,05/14/2022,25.6,18.6,15.1,32.7,16.9,19.6,9.36,26.8,34.6,173.66
44,05/14/2022,27.6,-5.71,11.1,31.2,6.27,49.0,75.5,26.4,45.4,239.16000000000003
9,05/15/2022,23.3,24.2,26.8,30.7,21.5,11.1,7.75,28.3,32.4,182.75
25,05/15/2022,24.4,12.5,6.99,40.4,19.7,29.0,5.56,32.3,44.9,191.35
34,05/15/2022,25.7,24.5,30.9,43.3,15.8,23.8,16.6,28.6,39.8,223.29999999999995
36,05/15/2022,26.3,16.1,14.0,36.5,19.2,13.6,9.91,30.2,39.0,178.51
44,05/15/2022,30.1,-7.65,25.2,34.2,7.87,58.7,88.4,32.8,57.7,297.21999999999997
9,05/16/2022,24.0,24.8,28.1,33.6,22.2,7.67,10.2,30.6,35.7,192.87
25,05/16/2022,25.9,13.8,14.3,42.6,19.9,24.6,6.83,34.0,48.1,204.12999999999997
34,05/16/2022,25.7,21.6,31.5,44.9,16.8,23.3,15.9,30.3,42.1,226.4
